,Title
4812,Niccolo Marini or the mystery solved
4813,La Bretagne et le duc d'Aigullon
4814,Travels in the Island of Cyprus
4815,"Annals of Scotland, from the year 1514 to the year 1591"
4816,Marjory: a study 
4817,Wide of the Mark
4818,A Whaling Cruise to Baffin's Bay and the Gulf of Boothia
4819,"The History and Antiquities of Geddington, Northamptonshire "
4820,Resources of California
4821,The City of Gold
4822,In the Counsellor's House 
4823,The Second Wife
4824,"The Works of Christopher Marlowe, with notes and some account of his life and writings by "
4825,"[The Works of Christopher Marlowe, including his translations"
4826,[[The Tragicall History of the Life and Death of Doctor Faustus
4827,Voyage en Suisse
4828,"Voyage pittoresque en Allemagne, partie méridionale (partie septentrionale)"
4829,"Maro: or, Poetic Irritability"
4830,Les rues d'Étampes et ses monuments 
4831,"Histoire du Comminges, de Saint-Bertrand et Saint-Gaudens "
4832,A Secret Marriage and its consequences
4833,Married Beneath Him
4834,Captain Marryat's Novels
4835,Jacob Faithful 
4836,The King's Own 
4837,Masterman Ready 
4838,Mr
4839,Frank Mildmay 
4840,Newton Forster 
4841,Peter Simple 
4842,The Phantom Ship 
4843,The Pirate and the Three Cutters 
4844,Poor Jack 
4845,Snarleyyow 
4846,Evelyn Marston
4847,The Tennesseean in Persia and Koordistan
4848,"The Story of the Rough Riders, 1st U"
4849,In the Choir of Westminster Abbey: a story of Henry Purcell's days 
4850,"Select Poems, being the literature prescribed for the junior matriculation and junior leaving examinations, 1900"
4851,"Mad Marshall: or, a Life in the village of C-"
4852,[Antonio and Mellida
4853,Excursion de la Société française d'Archéologie à l'île de Jersey
4854,Vevey et ses environs dans le moyen-âge
4855,Le Général Comte de Martimprey
4856,Histoire de Fécamp illustrée
4857,Old Chelsea
4858,Martin's History of France
4859,An Australian girl
4860,Précis des événements de la Campagne du Mexique en 1862 
4861,"Pictorial guide to the Mammoth Cave, Kentucky"
4862,Reminiscences and notices of ten parishes of the county of Haddington 
4863,The Hampdens
4864,"The History of England during the thirty years' peace, 1816-46"
4865,Die Haller Mauern
4866,El rey Cosijoeza y su familia
4867,Notice historique sur l'ancienne route de Charles-Emmanuel II
4868,To danske Kongofarere
4869,Von Spitzbergen zur Sahara
4870,Martinus Polonus
4871,Marvel
4872,A Letter to the Rev
4873,"The Legend of Mary, Queen of Scots [by T"
4874,"Mary Stewart, Queen of Scots; an historical drama [in five acts and in verse"
4875,"The Royal Exile; or, Poetical epistles of Mary, Queen of Scots, during her captivity in England: with other original poems"
4876,"La France, ancienne et moderne"
4877,"Message from the Governor of Maryland [Philip Francis Thomas] transmitting the reports of the Joint Commissioners, and of Lt"
4878,[Bologna perlustrata
4879,Berkyngechirche juxta Turrim
4880,A Treatise on the climate and meteorology of Madeira 
4881,Kelso Records; being traditions and recollections of Kelso
4882,"[Comments on the plays of Beaumont and Fletcher: with an appendix, containing some further observations on Shakespeare, extended to the late editions of Malone and Steevens"
4883,Elfrida
4884,The Struggle of the Nations
4885,"Histoire des guerres de la Moscovie, 1601-1610 "
4886,"Chronicon Fuchsio-Lupino-Oltardinum, sive annales Hungarici et Transsilvanici, opera et studio "
4887,Sainte-Hélène; 
4888,"In memory of John William Spencer, Earl Brownlow"
4889,Paul Massie
4890,The Massilia Gazette 
4891,The Plays of Philip Massinger 
4892,Contemporians de Shakspeare
4893,"Riches: or, The Wife and Brother, a play in five acts [and in verse] and founded on Massinger's Comedy of the City Madam"
4894,[A New Way to Pay Old Debts 
4895,Massinger's A New Way to Pay Old Debts
4896,"The excellent comedy, called The Old Law: or, a new way to please you [in five acts, in verse and prose] by Phil Massinger, T"
4897,"Noms, situations et détails des vallées de la France le long des Grandes Alpes dans le Dauphiné et la Provence, et de celles qui descendent des Alpes en Italie depuis la Savoie jusqu'à la vallée de Saint-Étienne au comté de Nice"
4898,Siete años de aventuras en el Paraguay 
4899,La Tierra de María Santísima
4900,Voyage d'A
4901,The History of King Philip's War 
4902,"Geography of the State of New York; with statistical tables, and a separate description and map of each county, etc"
4903,"Sketch of the Geology and Mineralogy of New-London and Windham Counties, in Connecticut"
4904,The Career of Puffer Hopkins 
4905,Les Hauts-Plateaux Oranais
4906,Le Ministère de la Marine sous la Commune
4907,"The Last Military Operations of General Riego; also, the manner in which he was betrayed and treated until imprisoned at Madrid: to which is added, a narrative of the sufferings of the author in prison"
4908,Erinnerungen
4909,Mattie
4910,The Universe: a poem
4911,Mauleverer's Divorce: a story of woman's wrongs
4912,Upphaf allsherjarríkis á Íslandi og stjórnarskipunar þess 
4913,Journal des campagnes au Canada de 1755 à 1760 
4914,My Cousin Maurice
4915,"Indigenous Races of the Earth; or, new chapters of ethnological enquiry including monographs "
4916,"Resources of West Virginia, etc"
4917,"A briefe discription of New England and the severall townes therein, together with the present government thereof"
4918,"Poems, etc"
4919,The Fortunes of Hector O'Halloran and his Man Mark Anthony O'Toole 
4920,"History of the Irish Rebellion in 1798; with memoirs of the Union, and Emmett's insurrection in 1803"
4921,Sister May
4922,Miriam May
4923,Love: the Reward
4924,"[The History of the Parliament of England, which began Nov"
4925,"Histoire constitutionnelle de l'Angleterre, depuis l'avénement de George III"
4926,Geschichte Bayerns
4927,"[The Annals of Yorkshire, from the earliest period to the present time, etc"
4928,The Rhine and its picturesque scenery
4929,"The Upper Rhine: the scenery of its banks, and the manners of its people, illustrated by Birket Foster"
4930,Mont Blanc
4931,"The Defence of Plevna, 1877"
4932,"Clinton Maynyard: a tale of the World, the Flesh, and the Devil"
4933,Mayville
4934,The Female Patriot; an epistle from C-t-e M-c-y to the Rev
4935,Under the Dragon Throne
4936,"County of Down Election, 1805"
4937,"The Adventures of Maurice Drummore, Royal Marines, by land and sea "
4938,"Great Yarmouth Illustrated in a series of twenty-four engravings (by Joseph Lambert) including the principal objects of interest in its neighbourhood: with letter-press descriptions illustrative of their history, topography, & antiquities, etc"
4939,"[The Picture of Philadelphia; with a compendious view of its Societies, literary, benevolent, patriotic and religious"
4940,Measure for Measure
4941,[Conversaciones históricas Malagueñas ó materiales de noticias 
4942,The Mediterranean illustrated
4943,Sailing Directions for the Mediterranean Sea
4944,"High-gate Tunnel; or, the Secret Arch"
4945,"Death: or, Medorus's dream"
4946,The Haunted Castle
4947,Ancient India as described by Megasthenes and Arrian
4948,Chroniques et récits de la Révolution dans la ci-devant Basse-Auvergne 
4949,Meichelbeck's Geschichte der Stadt Freising und ihrer Bischöfe
4950,From Paris to Pekin over Siberian Snows 
4951,"Japan, voorgesteld in schetsen over de zeden en gebruiken van det ryk, byzonder over de ingezetenen der stad Nagasaky"
4952,The Grasshopper
4953,"The Grasshopper: a comic drama, in three acts [and in prose]"
4954,The Grand Duchess of Gerolstein 
4955,Die Succession des Hauses Hannover in England und Leibniz
4956,Dictionnaire de Géographie ancienne et moderne
4957,Pomponii Melæ de situ orbis libri tres; ad omnium Angliæ et Hiberniæ Codicum MSS
4958,"The English Reader, or a selection of pieces in prose and poetry; from the most eminent modern writers, "
4959,Dictionnaire historique du département de l'Aisne
4960,"De Utrechtsche Unie en de Nederlandsche Republiek, door F"
4961,St
4962,Viagens de Pedro da Covilhan
4963,Lettres d'Egypte et de Nubie
4964,"The Governess, or, The Baroness in Disguise "
4965,"Relics of Melodino translated [into verse, from the Spanish and Portuguese] by E"
4966,"[Relics of Melodino translated [into verse, from the Spanish and Portuguese] by E"
4967,Lettres inédites de P
4968,"The Seaman's Guide round Java, by Baron Melvill, "
4969,The Works of G
4970,Market-Harborough 
4971,Rosine
4972,"Sister Louise; or, the Story of a Woman's Repentance"
4973,[In the Lena Delta
4974,Memories: a Life's Epilogue
4975,Dead Men's Shoes
4976,Lezioni orali di geografia fisica del Prof
4977,Viajes de Fray F
4978,Recollections of Egypt
4979,Mercer's Gardens
4980,"Journal of the Waterloo Campaign, kept throughout the Campaign of 1815"
4981,"The Merchant Prince and his Heir; or, the triumphs of duty: a tale for the world"
4982,Garnston; or a Life's Discipline 
4983,"Mountains and Lakes of Switzerland and Italy, "
4984,Mercurius Britannicus
4985,"Mercurius Britanicus; or, the English Intelligencer"
4986,At her Mercy
4987,Modern Love 
4988,Hope Meredith
4989,The Meretriciad
4990,"The history of the boroughs and municipal corporations of the United Kingdom, etc"
4991,Beumans Meriasek
4992,"Excavations at the Kesslerloch near Thayngen, Switzerland, a cave of the Reindeer Period"
4993,A Booke of Glamorganshire's Antiquities 
4994,A Gazetteer of the State of New Hampshire
4995,"East of the Jordan: a record of travel and observation in the countries of Moab, Gilead and Bashan "
4996,Galilee in the time of Christ 
4997,[The Grey Lady
4998,"The Money-Spinner, and other character notes"
4999,"L'Égypte contemporaine, 1840-1857 "
5000,Paterson's Guide Book to England and Wales
5001,Album historique de la ville d'Anvers
5002,"Saint-Martin de Ré et La Rochelle, 1627-1628"
5003,"Thomas Münzer und Heinrich Pfeiffer, 1523-1525"
5004,Meta's Faith
5005,"The Innocent Usurper, a musical drama [in three acts and in verse]"
5006,"The Patriot, a tragedy [in five acts and in verse]"
5007,Miscellaneous Translations [in verse] from the Italian of P
5008,"Mémoire de tout ce qui s'est passé à la démolition du lieu où est la citadelle & les lieux du retranchement de Guise & la place Saint-Jacques, comme aussi des autours de Metz"
5009,Der Bergsteiger im Hochgebirge 
5010,"Album von Papúa Typen, Neu Guinea und Bismarck Archipel"
5011,Histoire de la Ville de Vernon et de son ancienne Chatellenie 
5012,Across East African Glaciers
5013,"La Chronique Strasbourgeoise de Jean-Jacques Meyer, l'un des continuateurs de Jaques de Kœnigshoven"
5014,"A Perilous Venture; or, the Days of Mary of Burgundy"
5015,"[A Perilous Venture; or, the Days of Mary of Burgundy"
5016,Over een Charter van Graaf Floris v
5017,"La Papouasie; ou, Nouvelle-Guinée Occidentale "
5018,The Sarah-ad; or a Flight for Fame
5019,Cronache Bellunesi inedite
5020,Correspondance d'Orient 1830-31
5021,"Histoire de Villers-Cotterêts, la ville, le château, la forêt et les environs, "
5022,Travels to the westward of the Allegany Mountains 
5023,[Histoire de France
5024,History of France
5025,"Récits d'Histoire de France, compiled by M"
5026,Rome
5027,Les Dépêches de G
5028,I Dispacci di G
5029,"The Tour of the Duke of Somerset, and the Rev"
5030,Michigan and its resources
5031,"The State of Michigan: embracing sketches of its history, position, resources and industries"
5032,"Poems, and a Tragedy"
5033,Begin
5034,"The Domesday Book for the county of Middlesex, being that portion of a return of owners of land in England and Wales, exclusive of the metropolis, in the year 1873, which refers to the county of Middlesex "
5035,The Scum uppermost when the Middlesex Porridge-Pot boils over!! An 
5036,[The Scum uppermost when the Middlesex Porridge-Pot boils over!! An 
5037,A Mad World my Masters: a comedy
5038,A tragi-coomodie [sic] [in five acts and in verse] called The Witch
5039,The Spanish Gipsie
5040,[The Spanish Gipsie
5041,"Verhandeling over het zamenstellen der geschiedenis, of het beschrijven der gebeurtenissen, inzonderheid van die van ons vaderland "
5042,"De “Mijnheers” en hun Polderland, door den bril van een Duitscher bekeken"
5043,"Gli Zingari: biologia, usi e costumi loro, con brevi cenni sugli Zingari di passaggio in Torino"
5044,The Milbourne Alms-Houses and a brief account of the Founder [Sir J
5045,Personal Recollections and Observations of General Nelson A
5046,"In Cuba with Shafter, etc"
5047,The Militia Major
5048,A Modern Milkmaid
5049,"Historia de la América Central, desde "
5050,By-gone Glasgow 
5051,Phemie Millar
5052,Au Congo belge
5053,"The Miller and his Men; or, the secret robbers of Bohemia"
5054,"Le Mont Athos, Vatopédi, l'Ile de Thasos "
5055,A Dream of a Garden and other poems 
5056,Alone through Syria
5057,Leading Articles on various subjects
5058,Tales and Sketches
5059,A description of the Province and City of New York; with plans of the city and several forts as they existed in 1695 
5060,Historical Tableaux for dramatic representation 
5061,The Old Park Road
5062,Songs of the Seasons for my Children
5063,"Turner and Girtin's Picturesque Views, sixty years since"
5064,The Danube from the Black Forest to the Black Sea 
5065,[Elements of General History
5066,"Notes on Crystallography and Crystallo-Physics, being the substance of lectures delivered at Yedo during the years 1876-77"
5067,Studies of Nature on the Coast of Arran 
5068,A History and Survey of the Antiquities of Winchester 
5069,The Cruise of H
5070,"The Works of John Milton in verse and prose, printed from the original editions, with a life of the author by "
5071,The Poetical Works of John Milton
5072,Milton's Poetical Works
5073,The Poetical Works of Milton and Marvell
5074,The Poetical Works of John Milton
5075,[Poems 
5076,"The Poetical Works of John Milton, printed from the original editions"
5077,Milton's Lycidas: lines 15-84: in Theocritean verse by H
5078,Paradise Lost 
5079,"Paradise Lost illustrated with Texts of Scripture, by J"
5080,"Paradisus Amissa, poema heroicum, quod a Joanne Miltono Anglo Anglice scriptum in decem libros digestum est: nunc autem a viris quibusdum natione eadem oriundis in linguam Romanam transfertur"
5081,Concilium Infernorum e libro secundo Paradisi Amissi 
5082,Milton's Paradise Regained
5083,"The Prose Works of John Milton; with a life of the author, interspersed with translations and critical remarks, by C"
5084,A Selection from the English Prose Works of John Milton
5085,The Prose Works of John Milton
5086,Selections from the Prose Works of John Milton
5087,[Areopagitica
5088,Skizzen russischer Kulturgeschichte 
5089,"Know your own Mind: a comedy, etc"
5090,Minnie's Love
5091,[Poems on interesting events in the reign of Edward III
5092,"The Minstrel; or, the Progress of Genius"
5093,"The Sea-Sick Minstrel; or, Maritime Sorrows"
5094,Cemaes: as we saw it
5095,"Miranda; or, the Heiress of the Grange"
5096,A General Account of Miranda's Expedition [to effect a revolution in South America
5097,Mirk Abbey
5098,The Metrical Miscellany; consisting chiefly of poems hitherto unpublished; with notes
5099,"The Two Misers, a musical farce"
5100,Iron Ores of Missouri and Michigan
5101,Young Mistley
5102,Young Mistley
5103,"On submarine foundations, particularly the screw-pile and moorings, by A"
5104,[Manual of practical assaying
5105,[Manual of practical assaying
5106,The Prodigal
5107,[The History of Greece
5108,"The Mitre, a tale in Hudibrastick verse"
5109,Historia de Belgrano y de la Independencia Argentina 
5110,The Emancipation of South America
5111,"The Miz Maze, or the Winkworth Puzzle"
5112,"A Mob in the Pit: or, Lines addressed to the D-ch-ss of A"
5113,Mes trois mois de prison dans La Vendée
5114,The Murphiad
5115,"Diary of a Journey from the Mississippi to the coasts of the Pacific, with a United States Government Expedition"
5116,"De toestand der Hollandsche kolonisatie in den Staat Michigan, Noord-Amerika, in het begin van het jaar 1849, medegedeeld in drie brieven van "
5117,[English Travellers and Italian Brigands
5118,Crickety Cricket
5119,"What's the World coming to? A novel of the twenty-first century, etc"
5120,"The Fall of the Mogul, a tragedy [in five acts, in verse "
5121,Mohawks
5122,To the Victoria Falls of the Zambesi
5123,A Lady's Letters from Central Africa 
5124,Observations on the rich parts of the lodes of Cornwall 
5125,[Histoire de la Belgique
5126,Geiltustreerde geschiedenis van België 
5127,"Das Herzogthum Schleswig in seinen geschichtlichen Verhältnissen zum Königreiche Dänemark, und zu Holstein"
5128,Marinda
5129,"Tartuffe; or, the French Puritan, a comedy [in five acts, in verse] render'd into English with much addition and advantage by M"
5130,"[Tartuffe; or, the French Puritan, a comedy [in five acts, in verse] render'd into English with much addition and advantage by M"
5131,Catalogue des actes de Simon et d'Amauri de Montfort 
5132,"Mémiores d'un Ministre du Trésor public, 1780-1815"
5133,Our Autumn Holiday on French Rivers 
5134,The Life and Adventures of Peg Woffington 
5135,Molly Bawn
5136,With Captain Stairs to Katanga 
5137,Field-Marshal Count Moltke's Letters from Russia
5138,Briefe über Zustände und Begebenheiten in der Türkei aus den Jahren 1835 bis 1839 
5139,[Briefe über Zustände und Begebenheiten in der Türkei aus den Jahren 1835 bis 1839 
5140,The Franco-German War of 1870-71 
5141,The Russians in Bulgaria and Rumelia in 1828 and 1829 
5142,[Wanderbuch
5143,The History of Rome 
5144,[The History of Rome 
5145,The History of Rome 
5146,The Earliest Inhabitants of Italy
5147,The History of the Roman Republic
5148,[Signor Monaldini's Niece
5149,Souvenirs de la Campagne de 1792
5150,Histoire de la ville de Lyon 
5151,[The abridgement or summarie of the Scots chronicles 
5152,"Iter Boreale, attempting something [sic] upon the successful and matchless March of the Lord General G"
5153,The Secret of Madame de Monluc
5154,Mémoire sur les ordonnances de d'Aguesseau
5155,Des Andes au Para
5156,"Études d'histoire du moyen âge, dédiées à Gabriel Monod"
5157,[The Chronicles of E
5158,Chartes de la ville de Mont de Marsan
5159,The Vigil: a story of Zululand 
5160,"An original Essay on Woman, in four epistles [and in verse]"
5161,[Essais de Michel de Montaigne
5162,Journal du voyage du [sic] M
5163,"Montalto; a tragedy, in five acts"
5164,Anguish
5165,Documents de l'histoire contemporaine
5166,Description of the Islands of Orkney and Zetland 
5167,"Recherches sur l'ancienne Ammanie de Montfort, comprenant les communes de St"
5168,Histoire authentique des inquisiteurs (G
5169,The Poems of Alexander Montgomery
5170,The Months illustrated by pen and pencil
5171,"Two Months abroad: or, a Trip to England, France, Baden, Prussia, and Belgium"
5172,La Vie à Montmartre
5173,La vie des boulevards 
5174,In memoriam
5175,"The Battle of the Bards [Peter Pindar, pseud"
5176,"Travels in the Himalayan Provinces of Hindustan and the Panjab; in Ladakh and Kashmir; in Peshawar, Kabul, Kunduz and Bokhara, "
5177,The Impudent Comedian and others
5178,The Jessamy Bride
5179,“Mr
5180,"Poems, lyrical and miscellaneous"
5181,"A short account of the Old Houses of Tewkesbury, etc"
5182,The Pictorial and Historical Gossiping Guide to Oxford 
5183,The Works of John Moore with memoirs of his life and writings by R
5184,"The Traveller's Directory; or, a pocket companion "
5185,The National Moore
5186,"Moore's Irish Melodies, Lalla Rookh, National Airs, Legendary Ballads, Songs, etc"
5187,Arie Nazionali 
5188,[Cantus Hibernici 
5189,Landscape Illustrations of Moore's “Irish Melodies;” with Comments; [By Thomas Crofton Croker
5190,"[Lalla Rookh, an oriental romance "
5191,La Grèce telle qu'elle est
5192,Esploraciones jeográficas e hidrográficas 
5193,Los Héroes y las Maravillas del Mundo
5194,Sailing Directions for the Red Sea
5195,The Adventures of Hajji Baba of Ispahan 
5196,The Adventures of Hajjî Baba of Ispahan 
5197,Album du Jeune Voyageur 
5198,Inventaire des archives dauphinoises de M
5199,"Survey of the Isthmus of Tehuantepec, executed in "
5200,"An Account of the Isthmus of Tehuantepec in the Republic of Mexico; with proposals for establishing a communication between the Atlantic and Pacific Oceans, based upon the surveys and reports of a Scientific Commission, appointed by the Projector Don J"
5201,[Being a burlesque of the “Empress of Morocco” by E
5202,"Viaggio fatto da Andrea Morosini e da Benedetto Zorzi, patrizii Veneti del secolo decimosesto in alcuni luoghi dello stato Veneto "
5203,The Prose and Poetry of Europe and America; consisting of literary gems and curiosities 
5204,Monographie de l'Ile Maurice: mémoire 
5205,"Private Journal kept during a portion of the Revolutionary War, etc"
5206,Peter's Letters to his kinsfolk
5207,"Francesca Doria: or, the Bandit of the Abruzzi, a new and original opera, in two acts, the libretto by Val Morris, the poetry "
5208,"The Pilgrims of Hope: a poem, etc"
5209,Bohemian Paris of to-day
5210,A New Gazetteer of the Eastern Continent; or a Geographical Dictionary: containing 
5211,Antropologia generale
5212,Voyage pittoresque dans le Grand-Duché de Bade 
5213,The Last of the Mortimers
5214,Plays for home performance 
5215,"[New-Englands Memoriall: or, a briefe relation of the most memorable "
5216,"[New-Englands Memoriall: or, a briefe relation of the most memorable "
5217,Mosby's War Reminiscences and Stuart's Cavalry Campaigns
5218,"The Poetry of Moses and the Prophets, exemplified by extracts from the Sacred Writings, with a brief exposition of Bishop Lowth's parallel theory"
5219,The duty and advantages of Christian Union
5220,A Mother's Trial
5221,The Mother-in-Law 
5222,[The Poetical Works of William Motherwell
5223,De Opkomst van de Nederlandsche Republiek 
5224,Histoire de la fondation de la République des Provinces-Unies 
5225,The Student's Motley
5226,King and Artist
5227,"Travels in the central parts of Indo-China, Cambodia, and Laos, during the years 1858, 1859, and 1860"
5228,"The Review of General Sherman's Memoirs examined, chiefly in the light of its own evidence"
5229,"Mount Leinster: or the Prospect: a poem descriptive of Irish scenery, etc"
5230,[The Mountaineers; a play in three acts [and in prose
5231,"The Requiem, or Grand Funeral Anthem, composed by W"
5232,"Passages from my life, together with memoirs of the campaign of 1813 and 1814 "
5233,"Switzerland in 1847, and its condition, political, social, moral and physical, before the War "
5234,"The History and Antiquities of the Doric Race, translated [from vol"
5235,Das Schicksal Dr
5236,Der Dom zu Bremen und seine Kunstdenkmale
5237,"Albanien, Rumelien und die österreichisch-montenegrinische Gränze "
5238,P
5239,"Guilt, or, the Gipsey's Prophecy: a tragedy [in five acts and in verse] by A"
5240,Dominik Constantin München's Versuch einer kurz gefassten statistisch-bürgerlichen Geschichte des Herzogthums Lützelburg 
5241,Abessinien und seine Bedeutung für unsere Zeit
5242,Sermon on the death of the late Rev
5243,Glasgow Streets and Places
5244,The Telegraph; a consolatory epistle 
5245,"Handbook of the River Plate; comprising Buenos Ayres, the Upper Provinces, Banda Oriental, and Paraguay"
5246,"The Cottager's Sabbath, a poem "
5247,The Pilgrim of Beauty; the Cottager's Sabbath; and other poems
5248,Onze Gouden Eeuw
5249,Poems
5250,"John Halifax, Gentleman "
5251,"[John Halifax, Gentleman "
5252,[The Ogilvies
5253,"Turvey and Legh Richmond, with an account of the Mordaunts"
5254,Pavelige Nuntiers [J
5255,Historia de Tlaxcala 
5256,A Trip to Skye
5257,Ueber die Sitten und das Recht der Bogos 
5258,"Muraviev's Journey to Khiva through the Turcoman Country, 1819-20"
5259,Viaggio per la Tauride fatto nel 1820 
5260,[Outline of the Geology of the neighbourhood of Cheltenham
5261,"The Wooing of Webster, and other stories "
5262,Ayame-San
5263,From Edinburgh to the Antarctic
5264,"La Saône et ses bords, album dessiné par MM"
5265,"Ricerche storiche e critiche sulla origine, le vicende, e la rovina di Atella antica città della Campania"
5266,"Murphy's Master, and other stories"
5267,The Bishops' Bible
5268,He Fell among Thieves
5269,Only a Shadow
5270,"Paul Jones's Alias, etc"
5271,A Dangerous Catspaw
5272,"Pictorical History of the United States of America, from the earliest period to the close of President Taylor's Administration "
5273,"Routledge's Gazetteer of the World, etc"
5274,"[Handbook for Essex, Suffolk, Norfolk, and Cambridgeshire"
5275,A hand-book for travellers in Spain: Handbooks for Travellers
5276,"The Life of Sir Philip Musgrave, Bart"
5277,"La Salle Échevinale de Courtrai, restaurée par les soins de l'Administration Communale, et ornée de peintures murales"
5278,"Voyage pittoresque en Italie, partie méridionale, et en Sicile"
5279,"Voyage pittoresque en Italie, partie septentrionale "
5280,Della Storia di Teramo
5281,"Geschichte Bayerns von der frühesten bis auf unsere Zeit, für Schule und Haus"
5282,1690
5283,"The Histrionade: or, Theatric tribunal; a poem, descriptive of the principal performers at both houses, etc"
5284,Aus dem Tagebuche meiner mit der im Jahre 1830 nach Marocco abgeordneten Gesandschaft unternommenen Reise
5285,[The Abbey of Saint Alban
5286,Ein Oesterreichischer Commentar zu der Russischen Darstellung des ungarischen Revolutionskrieges
5287,A Poem on the Queen [Mary II
5288,"Путеводитель по Ярославской губерніи, составленный, подъ руководствомъ "
5289,Sahărâ und Sûdân
5290,Gustav Nachtigals Reisen in der Sahara und im Sudan
5291,"Mémoires pour servir à l'histoire de la ville de Montbard, d'après le manuscrit inédit de J"
5292,Further Reliques of Constance Naden: being essays and tracts for our times
5293,Die altbadischen Burgen und Schlösser des Breisgaues
5294,"The Naiad; a tale, with other poems"
5295,"The Widow of the City of Naïn, and other poems"
5296,[Rhyming Dick and the Strolling Player: being a true account of the life and death of R
5297,Eskimoliv 
5298,Eskimo Life 
5299,Fram over Polhavet
5300,[Farthest North
5301,[Fram over Polhavet
5302,In Nacht und Eis
5303,Letters from London
5304,The History of the Baltic Campaign of 1854
5305,The Colonies: treating of their value generally-of the Ionian Islands in particular 
5306,William the Conqueror: a historical romance 
5307,"The Case for the Crown in re the Wigtown Martyrs proved to be myths versus Wodrow and Lord Macaulay, Patrick the Pedler and Principal Tulloch"
5308,Montrose and the Covenanters; their characters and conduct
5309,"[History of the War in the Peninsula and in the south of France, from the year 1807 to the year 1814"
5310,"A Narrative of the Peninsular Campaign, 1807-1814"
5311,"Sons, &c"
5312,Napoli e i luoghi celebri delle sue vicinanze
5313,"Mémoires pour servir à l'histoire de France sous Napoléon, écrits à Sainte Hélène, par les généraux qui ont partagé sa captivité [i"
5314,Critical Situation of Bonaparte in his retreat out of Russia; or a faithful narrative of the repassing of the Beresina by the French army in 1812
5315,Begin
5316,French Account of the last Campaign of Buonaparte: written by an Eye-Witness
5317,"The Third Napoleon: an Ode to Alfred Tennyson, Esq"
5318,In Memoriam of the Prince Imperial of France
5319,"Additional notes on “The Measurements of Ptolemy and of the Antonine Itinerary,” by G"
5320,Un Voyage à la Mer Polaire 
5321,"A Narrative, in two parts: written in 1812"
5322,Narrative of the journey of an Irish gentleman through England in the year 1752
5323,"A lecture on Pre-Adamite London, given in the Theatre of Merchant Taylors' School, "
5324,[Bubbles from the Brunnens of Nassau
5325,"Notice sur la carte de l'Afrique sous la domination des Romains, dressée au Dépôt de la guerre, d'après les travaux de M"
5326,Ueber die Strafrechtstheorie und das Pönitentiärsystem 
5327,"Idols; or, the secret of the rue Chaussée d'Antin"
5328,"The Civil and Military History of Germany, from the landing of Gustavus, to the conclusion of the Treaty of Westphalia"
5329,Good King Wenceslas
5330,"[Le Voyage de St Cloud, par mer et par terre"
5331,[England
5332,The Dying Negro 
5333,[The Dying Negro 
5334,[The negro servant; an authentic narrative of a young Negro
5335,"An original, compiled and corrected account of Burgoyne's campaign, and the memorable battles of Bemis's Heights, Sept"
5336,"True Greatness; or, tributary stanzas to the glorious memory of Lord Viscount Nelson, etc"
5337,The Married Man
5338,"Pierre de Hagenbach et la domination bourguignonne en Alsace, 1469-1474"
5339,Spring (Summer-Autumn-Winter) songs and sketches
5340,"Die Stiftslander des ehemaligen Bisthums Ratzeburg, topographische und geschichtlich dargestellt "
5341,Geschichte der österreichischungarischen Monarchie
5342,Tamers of the Sea 
5343,Neumanns Orts-Lexikon des Deutschen Reichs
5344,Подвиги Русскихъ Морскихъ Офицеровъ на крайнемъ Востокѣ Россіи 1849-55 г
5345,"Under a Border Tower: sketches and memories of Ford Castle, Northumberland, and its surroundings, with a memoir of its "
5346,The Nevilles of Garretstown: a tale of 1760
5347,Adventures and Sketches at New Brighton [in verse]
5348,"A Relation of a Voyage to Sagadahoc, now first printed from the original manuscript in the Lambeth Palace Library [entitled: “The Relation of a Voyage unto New England began from the Lizard ye first of June 1607"
5349,Proceedings in Commemoration of the Settlement of the Town of New Haven
5350,Description of the New Hebrides Group of Islands in the South Pacific Ocean: showing the advantages to be derived from a settlement on one of the Islands: with a brief notice of the objects 
5351,"Cole's Cavalry; or, Three Years in the Saddle in the Shenandoah Valley"
5352,Report on the Geology of Newfoundland
5353,"[Sailing Directions for the Island of Newfoundland, the coast of Labrador, the Gulf and River St"
5354,Newgate
5355,"Ups and Downs in America; or, sketches of everyday life, manners and customs; with incidents of travel and adventure during a seven years' sojourn in America, before and during the war"
5356,"[Lead, kindly Light, etc"
5357,The Drone in the Ball Room; or Lucky Escape from a mess of distresses
5358,Niccolina Niccolini
5359,"Révélations sur la Russie, ou l'Empereur Nicolas et son empire en 1844, par un résident anglais [i"
5360,"Narrative of a Voyage to New Zealand, performed in the years 1814 and 1815, in company with the Rev"
5361,"Illustrations of the Literary History of the Eighteenth Century, consisting of authentic memoir and original letters of eminent persons, and intended as a sequel to the “Literary Anecdotes"
5362,Uncle Angus
5363,[The Quantocks and their associations
5364,[The Cambrian Traveller's Guide and Pocket Companion; collected information of the most 
5365,"Poems, by John Nicholson, the Airedale poet; with a sketch of his life and writings by J"
5366,The Poetical Works of John Nicholson 
5367,"Reprinted, with further Memoranda or Proceedings of the Club, by H"
5368,Description générale du Païs et Duché de Berry et Diocèse de Bourges
5369,"Description générale du Bourbonnais en 1569, ou histoire de cette Province "
5370,Bibliothèque Bourbonnaise
5371,[Historische 
5372,Christiania and its environs
5373,Siberian Pictures 
